Observer,Date,Site,Depth_m,Count,Genus,Species,Size,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact,impact
DB,7/9/19,LTER1,10,1,Acropora,globiceps,30+,95,5,0,B,NA,OR,5,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,29-Oct,95,5,0,B,NA,OR,5,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,20,80,0,B,NA,OR,80,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,70,30,0,T,NA,OR,30,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,hyacinthus,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,9-May,0,100,0,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,9-May,0,100,0,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,100,0,0,S,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,30,0,0,B,NA,OR,0,10 - 29 cm ,70,30,0
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,10,90,0,B,NA,OR,90,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,85,15,0,B,NA,OR,15,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,29-Oct,70,30,0,B,NA,OR,30,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,9-May,80,20,0,B,NA,OR,20,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,lutkeni,9-May,0,100,0,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,nasuta,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,retusa,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,10,2,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,10,2,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,10,1,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,10,1,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,10,1,Acropora,retusa,29-Oct,50,0,0,B,NA,OR,0,10 - 29 cm ,50,50,0
DB,7/9/19,LTER1,10,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,globiceps,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,globiceps,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,3,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,17,3,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,17,3,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,9-May,40,0,0,B,NA,OR,0,5-9 cm,60,40,0
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,9-May,0,100,0,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,hyacinthus,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,2,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,2,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,80,15,0,B,NA,OR,15,10 - 29 cm ,5,95,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,30,0,0,B,NA,OR,0,10 - 29 cm ,70,30,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,90,0,0,B,NA,OR,0,30+ cm,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,25,0,0,B,NA,OR,0,10 - 29 cm ,75,25,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,0,80,20,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,29-Oct,85,15,0,B,NA,OR,15,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,9-May,0,0,0,T,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,70,0,0,B,NA,OR,0,30+ cm,30,70,0
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,80,0,0,B,NA,OR,0,30+ cm,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,lutkeni,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,nasuta,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,nasuta,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,5,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,5,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,5,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,5,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,5,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,9-May,80,0,0,B,NA,OR,0,5-9 cm,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,3,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,90,5,0,B,NA,OR,5,10 - 29 cm ,5,95,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,50,0,0,B,NA,OR,0,30+ cm,50,50,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,85,0,0,B,NA,OR,0,10 - 29 cm ,15,85,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,80,20,0,B,NA,OR,20,30+ cm,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,0,0,0,T,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,2,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,2,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,0,0,30,B,NA,OR,30,10 - 29 cm ,70,30,0
DB,7/9/19,LTER1,17,4,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,4,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,4,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,4,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,20,0,0,T,NA,OR,0,10 - 29 cm ,80,20,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,9-May,90,0,0,S,NA,OR,0,5-9 cm,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,70,0,0,B,NA,OR,0,30+ cm,30,70,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,70,0,0,B,NA,OR,0,30+ cm,30,70,0
DB,7/9/19,LTER1,17,3,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,3,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,3,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,20,0,0,B,NA,OR,0,30+ cm,80,20,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,80,0,0,B,NA,OR,0,30+ cm,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,9-May,90,0,0,S,NA,OR,0,5-9 cm,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER1,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER1,17,1,Acropora,retusa,30+,90,0,0,B,NA,OR,0,30+ cm,10,90,1
DB,7/9/19,LTER1,17,1,Acropora,shrub,30+,80,15,0,B,called Acropora shrub on datasheet,OR,15,30+ cm,5,95,1
DB,7/9/19,LTER1,17,1,Acropora,shrub,30+,90,5,0,B,NA,OR,5,30+ cm,5,95,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,2,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,2,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,globiceps,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,30,70,0,B,NA,OR,70,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,80,20,0,B,NA,OR,20,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,9-May,0,0,100,S,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,85,15,0,B,NA,OR,15,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,0,0,0,S,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,9-May,40,10,50,B,NA,OR,60,5-9 cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,40,60,0,S,NA,OR,60,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,50,50,0,B,NA,OR,50,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,30+,0,95,0,B,NA,OR,95,30+ cm,5,95,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,5,95,0,B,NA,OR,95,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,90,0,0,B,NA,OR,0,30+ cm,10,90,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,100,0,0,T,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,80,0,0,B,NA,OR,0,30+ cm,20,80,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,90,0,0,B,NA,OR,0,30+ cm,10,90,1
DB,7/9/19,LTER2,10,1,Acropora,retusa,30+,30,0,0,B,NA,OR,0,30+ cm,70,30,0
DB,7/9/19,LTER2,17,1,Acropora,hyacinthus,30+,95,5,0,B,NA,OR,5,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,hyacinthus,29-Oct,10,90,0,B,NA,OR,90,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,2,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER2,17,2,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,lutkeni,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,globiceps,9-May,70,0,0,B,NA,OR,0,5-9 cm,30,70,0
DB,7/9/19,LTER2,17,1,Acropora,lutkeni,30+,10,80,10,B,NA,OR,90,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,globiceps,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,lutkeni,29-Oct,95,5,0,B,NA,OR,5,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,20,0,0,B,NA,OR,0,30+ cm,80,20,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,10,90,0,B,NA,OR,90,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,50,0,0,T,NA,OR,0,10 - 29 cm ,50,50,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,10,70,20,B,NA,OR,90,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,2,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER2,17,2,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,0,0,0,S,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/9/19,LTER2,17,2,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,2,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,30+,60,0,0,B,NA,OR,0,30+ cm,40,60,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,90,0,0,S,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/9/19,LTER2,17,1,Acropora,retusa,9-May,50,0,0,B,NA,OR,0,5-9 cm,50,50,0
DB,7/9/19,LTER2,17,1,Acropora,retusa,9-May,60,0,0,B,NA,OR,0,5-9 cm,40,60,0
DB,7/13/19,LTER3,10,1,Acropora,globiceps,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
